Security,Term,Yield,Speed,WAL
Treasuries,24,0.0675,0.035,0.6866644469584723
Treasuries,36,0.0675,0.035,0.9021051635692653
Treasuries,48,0.0675,0.035,1.069115663068423
Treasuries,60,0.0675,0.035,1.2031126291457561
Treasuries,72,0.0675,0.035,1.3144158061387328
Treasuries,84,0.0675,0.035,1.4075477440702198
Treasuries,120,0.0675,0.035,1.617009625391893
Treasuries,180,0.0675,0.035,1.8301098329814813
Treasuries,240,0.0675,0.035,1.9578713158302758
Treasuries,360,0.0675,0.035,2.0929785344614724
Treasuries,18,0.07,0.005,0.6865949103490756
Treasuries,24,0.07,0.005,0.9169694236679264
Treasuries,36,0.07,0.005,1.3632178502747232
Treasuries,48,0.07,0.005,1.7900357077636864
Treasuries,60,0.07,0.005,2.199656011418257
Treasuries,72,0.07,0.005,2.593425704730865
Treasuries,84,0.07,0.005,2.972473150669449
Treasuries,120,0.07,0.005,4.028982956409599
Treasuries,180,0.07,0.005,5.551712211972366
Treasuries,240,0.07,0.005,6.807753768147722
Treasuries,360,0.07,0.005,8.623910969934112
Treasuries,18,0.07,0.0075,0.6719989170104848
Treasuries,24,0.07,0.0075,0.890931297490411
Treasuries,36,0.07,0.0075,1.3041552582031313
Treasuries,48,0.07,0.0075,1.6888551787067156
Treasuries,60,0.07,0.0075,2.049118152837544
Treasuries,72,0.07,0.0075,2.387269421024035
Treasuries,84,0.07,0.0075,2.706040163771645
Treasuries,120,0.07,0.0075,3.5606710272746818
Treasuries,180,0.07,0.0075,4.71171977892571
Treasuries,240,0.07,0.0075,5.594521761919011
Treasuries,360,0.07,0.0075,6.770669901149046
Treasuries,18,0.07,0.01,0.6581263540609984
Treasuries,24,0.07,0.01,0.865755913330288
Treasuries,36,0.07,0.01,1.2506628645248834
Treasuries,48,0.07,0.01,1.5998327171197415
Treasuries,60,0.07,0.01,1.9195452076875938
Treasuries,72,0.07,0.01,2.2138364928848904
Treasuries,84,0.07,0.01,2.4861224280845344
Treasuries,120,0.07,0.01,3.1934510104580416
Treasuries,180,0.07,0.01,4.097292211404448
Treasuries,240,0.07,0.01,4.754423711078572
Treasuries,360,0.07,0.01,5.582532442123866
Treasuries,18,0.07,0.0125,0.6455318615469153
Treasuries,24,0.07,0.0125,0.8431853782461384
Treasuries,36,0.07,0.0125,1.2019475408728906
Treasuries,48,0.07,0.0125,1.5205739259208013
Treasuries,60,0.07,0.0125,1.8062908191492075
Treasuries,72,0.07,0.0125,2.0654193682963755
Treasuries,84,0.07,0.0125,2.301549895924602
Treasuries,120,0.07,0.0125,2.8982521500337106
Treasuries,180,0.07,0.0125,3.628666160544746
Treasuries,240,0.07,0.0125,4.138405926988679
Treasuries,360,0.07,0.0125,4.755252443464747
Treasuries,18,0.07,0.015,0.6332997607266714
Treasuries,24,0.07,0.015,0.8206308286532158
Treasuries,36,0.07,0.015,1.1573174705616167
Treasuries,48,0.07,0.015,1.4497639332923542
Treasuries,60,0.07,0.015,1.7069733190357292
Treasuries,72,0.07,0.015,1.937456096699071
Treasuries,84,0.07,0.015,2.1434696270439857
Treasuries,120,0.07,0.015,2.655114426934229
Treasuries,180,0.07,0.015,3.259503188985553
Treasuries,240,0.07,0.015,3.667119143148803
Treasuries,360,0.07,0.015,4.146312337490151
Treasuries,18,0.07,0.0175,0.6214190677965565
Treasuries,24,0.07,0.0175,0.8010176961594171
Treasuries,36,0.07,0.0175,1.1161670888803688
Treasuries,48,0.07,0.0175,1.3852866513563393
Treasuries,60,0.07,0.0175,1.6197484711037753
Treasuries,72,0.07,0.0175,1.825475568349412
Treasuries,84,0.07,0.0175,2.008059658122917
Treasuries,120,0.07,0.0175,2.451629220899381
Treasuries,180,0.07,0.0175,2.960933855381126
Treasuries,240,0.07,0.0175,3.2955411243653354
Treasuries,360,0.07,0.0175,3.6790021017294543
Treasuries,18,0.07,0.02,0.609560414917442
Treasuries,24,0.07,0.02,0.7820721687614998
Treasuries,36,0.07,0.02,1.0779641738282344
Treasuries,48,0.07,0.02,1.3275857689037687
Treasuries,60,0.07,0.02,1.5409682133138214
Treasuries,72,0.07,0.02,1.7267273599776585
Treasuries,84,0.07,0.02,1.8890831313677052
Treasuries,120,0.07,0.02,2.278364335792437
Treasuries,180,0.07,0.02,2.7140041352521513
Treasuries,240,0.07,0.02,2.994262670006074
Treasuries,360,0.07,0.02,3.3087987791346465
Treasuries,18,0.07,0.0225,0.5992800546286811
Treasuries,24,0.07,0.0225,0.7632205851128199
Treasuries,36,0.07,0.0225,1.0439638692347064
Treasuries,48,0.07,0.0225,1.27494312851831
Treasuries,60,0.07,0.0225,1.4708352341033006
Treasuries,72,0.07,0.0225,1.6389194087078158
Treasuries,84,0.07,0.0225,1.7849137063895413
Treasuries,120,0.07,0.0225,2.129609397914141
Treasuries,180,0.07,0.0225,2.507388585044647
Treasuries,240,0.07,0.0225,2.745124642002444
Treasuries,360,0.07,0.0225,3.0085363362610984
Treasuries,18,0.07,0.025,0.5892747022778013
Treasuries,24,0.07,0.025,0.7466956544535316
Treasuries,36,0.07,0.025,1.0112552540940432
Treasuries,48,0.07,0.025,1.2267020322822437
Treasuries,60,0.07,0.025,1.4063509240366967
Treasuries,72,0.07,0.025,1.5601095155622182
Treasuries,84,0.07,0.025,1.6922913949746317
Treasuries,120,0.07,0.025,1.9999021613874521
Treasuries,180,0.07,0.025,2.3310840904411134
Treasuries,240,0.07,0.025,2.536461877494109
Treasuries,360,0.07,0.025,2.7599299155879087
Treasuries,18,0.07,0.0275,0.579536528273639
Treasuries,24,0.07,0.0275,0.7307008821884818
Treasuries,36,0.07,0.0275,0.9803360969859461
Treasuries,48,0.07,0.0275,1.1822854167676413
Treasuries,60,0.07,0.0275,1.3487822983686988
Treasuries,72,0.07,0.0275,1.4897779119181305
Treasuries,84,0.07,0.0275,1.6092713616136536
Treasuries,120,0.07,0.0275,1.8865983804387103
Treasuries,180,0.07,0.0275,2.1786764873794726
Treasuries,240,0.07,0.0275,2.35772388340739
Treasuries,360,0.07,0.0275,2.5508261744516845
Treasuries,18,0.07,0.03,0.5685103162890228
Treasuries,24,0.07,0.03,0.7143656725833679
Treasuries,36,0.07,0.03,0.9532102129708027
Treasuries,48,0.07,0.03,1.1411844799566253
Treasuries,60,0.07,0.03,1.2961122294909961
Treasuries,72,0.07,0.03,1.425212362106809
Treasuries,84,0.07,0.03,1.5356226096300623
Treasuries,120,0.07,0.03,1.7860704310554756
Treasuries,180,0.07,0.03,2.0463633594663144
Treasuries,240,0.07,0.03,2.204458458550331
Treasuries,360,0.07,0.03,2.372627594566425
Treasuries,18,0.07,0.0325,0.5600736254008011
Treasuries,24,0.07,0.0325,0.7003737042535966
Treasuries,36,0.07,0.0325,0.9261062193733852
Treasuries,48,0.07,0.0325,1.1044479706970627
Treasuries,60,0.07,0.0325,1.2477419889362444
Treasuries,72,0.07,0.0325,1.3672953782511181
Treasuries,84,0.07,0.0325,1.4678013192859272
Treasuries,120,0.07,0.0325,1.6954356607715784
Treasuries,180,0.07,0.0325,1.9305552756929005
Treasuries,240,0.07,0.0325,2.069922346383507
Treasuries,360,0.07,0.0325,2.2184645679404196
Treasuries,18,0.07,0.035,0.551846040194487
Treasuries,24,0.07,0.035,0.6868038248126513
Treasuries,36,0.07,0.035,0.9022771206425619
Treasuries,48,0.07,0.035,1.0692435058339378
Treasuries,60,0.07,0.035,1.203143823467545
Treasuries,72,0.07,0.035,1.3142511059891
Treasuries,84,0.07,0.035,1.4071823849393568
Treasuries,120,0.07,0.035,1.6157241954299975
Treasuries,180,0.07,0.035,1.8270852101005577
Treasuries,240,0.07,0.035,1.952754073645641
Treasuries,360,0.07,0.035,2.0842931815287504
Corporate Bonds,18,0.05,0.005,0.684480752799804
Corporate Bonds,24,0.05,0.005,0.9130015391217366
Corporate Bonds,36,0.05,0.005,1.3544556685760016
Corporate Bonds,48,0.05,0.005,1.775468216816513
Corporate Bonds,60,0.05,0.005,2.1789517916566634
Corporate Bonds,72,0.05,0.005,2.5664175693958926
Corporate Bonds,84,0.05,0.005,2.9396934625582785
Corporate Bonds,120,0.05,0.005,3.985046043878714
Corporate Bonds,180,0.05,0.005,5.521422370571866
Corporate Bonds,240,0.05,0.005,6.846228995697025
Corporate Bonds,360,0.05,0.005,8.966122253270598
Corporate Bonds,18,0.05,0.0075,0.6700716308213903
Corporate Bonds,24,0.05,0.0075,0.8873981262014666
Corporate Bonds,36,0.05,0.0075,1.2967221877520407
Corporate Bonds,48,0.05,0.0075,1.677053753282028
Corporate Bonds,60,0.05,0.0075,2.0332088355782356
Corporate Bonds,72,0.05,0.0075,2.368110992024795
Corporate Bonds,84,0.05,0.0075,2.684121795833569
Corporate Bonds,120,0.05,0.0075,3.5381530621250072
Corporate Bonds,180,0.05,0.0075,4.719397118802369
Corporate Bonds,240,0.05,0.0075,5.674052932488166
Corporate Bonds,360,0.05,0.0075,7.089047137378806
Corporate Bonds,18,0.05,0.01,0.656327079277366
Corporate Bonds,24,0.05,0.01,0.8625525781436894
Corporate Bonds,36,0.05,0.01,1.244321804583432
Corporate Bonds,48,0.05,0.01,1.5904230812453701
Corporate Bonds,60,0.05,0.01,1.907459384880544
Corporate Bonds,72,0.05,0.01,2.1995663720033547
Corporate Bonds,84,0.05,0.01,2.4714726383574708
Corporate Bonds,120,0.05,0.01,3.1838432664481995
Corporate Bonds,180,0.05,0.01,4.1220608170365365
Corporate Bonds,240,0.05,0.01,4.843468272368316
Corporate Bonds,360,0.05,0.01,5.855108760823165
Corporate Bonds,18,0.05,0.0125,0.6438804829873828
Corporate Bonds,24,0.05,0.0125,0.8403317638184219
Corporate Bonds,36,0.05,0.0125,1.1965021329305008
Corporate Bonds,48,0.05,0.0125,1.5127592489665218
Corporate Bonds,60,0.05,0.0125,1.79748598260171
Corporate Bonds,72,0.05,0.0125,2.0556932840249917
Corporate Bonds,84,0.05,0.0125,2.291576623460162
Corporate Bonds,120,0.05,0.0125,2.895968085400328
Corporate Bonds,180,0.05,0.0125,3.6608828945133567
Corporate Bonds,240,0.05,0.0125,4.2259338977736585
Corporate Bonds,360,0.05,0.0125,4.985658426931727
Corporate Bonds,18,0.05,0.015,0.6317904155010267
Corporate Bonds,24,0.05,0.015,0.8190540897977874
Corporate Bonds,36,0.05,0.015,1.1526055701708244
Corporate Bonds,48,0.05,0.015,1.443486253020481
Corporate Bonds,60,0.05,0.015,1.7004928650185809
Corporate Bonds,72,0.05,0.015,1.9301082016396123
Corporate Bonds,84,0.05,0.015,2.1377133928803267
Corporate Bonds,120,0.05,0.015,2.658121104047336
Corporate Bonds,180,0.05,0.015,3.294417873783896
Corporate Bonds,240,0.05,0.015,3.749452698534753
Corporate Bonds,360,0.05,0.015,4.341605221666791
Corporate Bonds,18,0.05,0.0175,0.6200460980511241
Corporate Bonds,24,0.05,0.0175,0.7986800107453714
Corporate Bonds,36,0.05,0.0175,1.1120552915002069
Corporate Bonds,48,0.05,0.0175,1.3808160566510213
Corporate Bonds,60,0.05,0.0175,1.6141364691879672
Corporate Bonds,72,0.05,0.0175,1.8204314099036216
Corporate Bonds,84,0.05,0.0175,2.0040980645237965
Corporate Bonds,120,0.05,0.0175,2.4572174341683994
Corporate Bonds,180,0.05,0.0175,2.9959817428259186
Corporate Bonds,240,0.05,0.0175,3.370812279857145
Corporate Bonds,360,0.05,0.0175,3.846202129733154
Corporate Bonds,18,0.05,0.02,0.6082443008518873
Corporate Bonds,24,0.05,0.02,0.78000285494499
Corporate Bonds,36,0.05,0.02,1.0754606348407962
Corporate Bonds,48,0.05,0.02,1.3231620292082245
Corporate Bonds,60,0.05,0.02,1.5373254416926179
Corporate Bonds,72,0.05,0.02,1.7233177623348288
Corporate Bonds,84,0.05,0.02,1.8878798168186206
Corporate Bonds,120,0.05,0.02,2.2865912600658267
Corporate Bonds,180,0.05,0.02,2.7488977145878875
Corporate Bonds,240,0.05,0.02,3.0631875730311955
Corporate Bonds,360,0.05,0.02,3.45366043386923
Corporate Bonds,18,0.05,0.0225,0.598071905404824
Corporate Bonds,24,0.05,0.0225,0.7612757085565667
Corporate Bonds,36,0.05,0.0225,1.0409744336912956
Corporate Bonds,48,0.05,0.0225,1.2713092705747775
Corporate Bonds,60,0.05,0.0225,1.4675821141881498
Corporate Bonds,72,0.05,0.0225,1.6366247084360512
Corporate Bonds,84,0.05,0.0225,1.7851085877904647
Corporate Bonds,120,0.05,0.0225,2.1390061363026414
Corporate Bonds,180,0.05,0.0225,2.5404573954727288
Corporate Bonds,240,0.05,0.0225,2.8082852744550064
Corporate Bonds,360,0.05,0.0225,3.1350466606586167
Corporate Bonds,18,0.05,0.025,0.5881704307634898
Corporate Bonds,24,0.05,0.025,0.7449673906172426
Corporate Bonds,36,0.05,0.025,1.0085821804883428
Corporate Bonds,48,0.05,0.025,1.2236991444579397
Corporate Bonds,60,0.05,0.025,1.4050118809763257
Corporate Bonds,72,0.05,0.025,1.5595994360566319
Corporate Bonds,84,0.05,0.025,1.6935968180391983
Corporate Bonds,120,0.05,0.025,2.0101537402198075
Corporate Bonds,180,0.05,0.025,2.362651871301955
Corporate Bonds,240,0.05,0.025,2.593813860192092
Corporate Bonds,360,0.05,0.025,2.8713171431411157
Corporate Bonds,18,0.05,0.0275,0.5785321828336261
Corporate Bonds,24,0.05,0.0275,0.729179405273945
Corporate Bonds,36,0.05,0.0275,0.9793843086892832
Corporate Bonds,48,0.05,0.0275,1.1797821672220086
Corporate Bonds,60,0.05,0.0275,1.3479713062522352
Corporate Bonds,72,0.05,0.0275,1.4893071888104361
Corporate Bonds,84,0.05,0.0275,1.611492962079539
Corporate Bonds,120,0.05,0.0275,1.8964809019153346
Corporate Bonds,180,0.05,0.0275,2.2087592057042262
Corporate Bonds,240,0.05,0.0275,2.4109987906471515
Corporate Bonds,360,0.05,0.0275,2.6500251729398836
Corporate Bonds,18,0.05,0.03,0.5675229767842274
Corporate Bonds,24,0.05,0.03,0.7128965107156254
Corporate Bonds,36,0.05,0.03,0.9512382442668903
Corporate Bonds,48,0.05,0.03,1.1405047109831155
Corporate Bonds,60,0.05,0.03,1.2947306087643151
Corporate Bonds,72,0.05,0.03,1.4262636987755066
Corporate Bonds,84,0.05,0.03,1.5382379260259242
Corporate Bonds,120,0.05,0.03,1.7962132828228137
Corporate Bonds,180,0.05,0.03,2.074889076361964
Corporate Bonds,240,0.05,0.03,2.2529402541084234
Corporate Bonds,360,0.05,0.03,2.461147804714434
Corporate Bonds,18,0.05,0.0325,0.5591652737944878
Corporate Bonds,24,0.05,0.0325,0.6990716969447824
Corporate Bonds,36,0.05,0.0325,0.9242817972328142
Corporate Bonds,48,0.05,0.0325,1.103028797965232
Corporate Bonds,60,0.05,0.0325,1.2468297524861103
Corporate Bonds,72,0.05,0.0325,1.3676407486521154
Corporate Bonds,84,0.05,0.0325,1.471097783560551
Corporate Bonds,120,0.05,0.0325,1.7065164857641986
Corporate Bonds,180,0.05,0.0325,1.9568352768796826
Corporate Bonds,240,0.05,0.0325,2.1148132372111985
Corporate Bonds,360,0.05,0.0325,2.2979315757294745
Corporate Bonds,18,0.05,0.035,0.5510138318791012
Corporate Bonds,24,0.05,0.035,0.6856616849753538
Corporate Bonds,36,0.05,0.035,0.9008170337059179
Corporate Bonds,48,0.05,0.035,1.0680398486880573
Corporate Bonds,60,0.05,0.035,1.2025828482065377
Corporate Bonds,72,0.05,0.035,1.3150775624924742
Corporate Bonds,84,0.05,0.035,1.4106901479422458
Corporate Bonds,120,0.05,0.035,1.6257906995954061
Corporate Bonds,180,0.05,0.035,1.8525993677147676
Corporate Bonds,240,0.05,0.035,1.9936931149234816
Corporate Bonds,360,0.05,0.035,2.1559129926488816
Corporate Bonds,18,0.0525,0.005,0.6847461085192231
Corporate Bonds,24,0.0525,0.005,0.9134999980557237
Corporate Bonds,36,0.0525,0.005,1.3555600560745729
Corporate Bonds,48,0.0525,0.005,1.7773129062327584
Corporate Bonds,60,0.0525,0.005,2.1815915183756016
Corporate Bonds,72,0.0525,0.005,2.569889408060414
Corporate Bonds,84,0.0525,0.005,2.943954330263855
Corporate Bonds,120,0.0525,0.005,3.9910168343457144
Corporate Bonds,180,0.0525,0.005,5.526866602850139
Corporate Bonds,240,0.0525,0.005,6.844871475722431
Corporate Bonds,360,0.0525,0.005,8.930424094019832
Corporate Bonds,18,0.0525,0.0075,0.6703137382488982
Corporate Bonds,24,0.0525,0.0075,0.8878425976869563
Corporate Bonds,36,0.0525,0.0075,1.297661746704302
Corporate Bonds,48,0.0525,0.0075,1.6785555526428215
Corporate Bonds,60,0.0525,0.0075,2.0352541993659345
Corporate Bonds,72,0.0525,0.0075,2.3706107883815712
Corporate Bonds,84,0.0525,0.0075,2.6870123173251415
Corporate Bonds,120,0.0525,0.0075,3.5411726963801264
Corporate Bonds,180,0.0525,0.0075,4.71967669591423
Corporate Bonds,240,0.0525,0.0075,5.666500696620272
Corporate Bonds,360,0.0525,0.0075,7.052868721969489
Corporate Bonds,18,0.0525,0.01,0.6565531949996414
Corporate Bonds,24,0.0525,0.01,0.8629559230126245
Corporate Bonds,36,0.0525,0.01,1.2451256727651636
Corporate Bonds,48,0.0525,0.01,1.5916285053245103
Corporate Bonds,60,0.0525,0.01,1.9090299824982422
Corporate Bonds,72,0.0525,0.01,2.2014547202908226
Corporate Bonds,84,0.0525,0.01,2.4734553369112846
Corporate Bonds,120,0.0525,0.01,3.1855046186096616
Corporate Bonds,180,0.0525,0.01,4.120131107224945
Corporate Bonds,240,0.0525,0.01,4.83399927300754
Corporate Bonds,360,0.0525,0.01,5.82299506270236
Corporate Bonds,18,0.0525,0.0125,0.644088186619515
Corporate Bonds,24,0.0525,0.0125,0.8406916434754486
Corporate Bonds,36,0.0525,0.0125,1.197194465482723
Corporate Bonds,48,0.0525,0.0125,1.5137651105782381
Corporate Bonds,60,0.0525,0.0125,1.798700579794418
Corporate Bonds,72,0.0525,0.0125,2.0570326676528907
Corporate Bonds,84,0.0525,0.0125,2.292975779421114
Corporate Bonds,120,0.0525,0.0125,2.8966830329464632
Corporate Bonds,180,0.0525,0.0125,3.6577921681923713
Corporate Bonds,240,0.0525,0.0125,4.216221334007403
Corporate Bonds,360,0.0525,0.0125,4.9581605007500205
Corporate Bonds,18,0.0525,0.015,0.631980435485252
Corporate Bonds,24,0.0525,0.015,0.8183420646828914
Corporate Bonds,36,0.0525,0.015,1.1532063343034344
Corporate Bonds,48,0.0525,0.015,1.4443006253550106
Corporate Bonds,60,0.0525,0.015,1.7014435073381093
Corporate Bonds,72,0.0525,0.015,1.9311260318434964
Corporate Bonds,84,0.0525,0.015,2.1386529023832543
Corporate Bonds,120,0.0525,0.015,2.6576791355723555
Corporate Bonds,180,0.0525,0.015,3.2905642015413274
Corporate Bonds,240,0.0525,0.015,3.7401005347711553
Corporate Bonds,360,0.0525,0.015,4.318065256525826
Corporate Bonds,18,0.0525,0.0175,0.6202191373815963
Corporate Bonds,24,0.0525,0.0175,0.7989755310988641
Corporate Bonds,36,0.0525,0.0175,1.1125809333995382
Corporate Bonds,48,0.0525,0.0175,1.381474712959233
Corporate Bonds,60,0.0525,0.0175,1.614893976254937
Corporate Bonds,72,0.0525,0.0175,1.821156910680797
Corporate Bonds,84,0.0525,0.0175,2.004737460383929
Corporate Bonds,120,0.0525,0.0175,2.4568877748610976
Corporate Bonds,180,0.0525,0.0175,2.992286860357057
Corporate Bonds,240,0.0525,0.0175,3.3623509249169694
Corporate Bonds,360,0.0525,0.0175,3.8258941977858396
Corporate Bonds,18,0.0525,0.02,0.6084101539505107
Corporate Bonds,24,0.0525,0.02,0.7802649914453577
Corporate Bonds,36,0.0525,0.02,1.0758956299379834
Corporate Bonds,48,0.0525,0.02,1.3237424821374906
Corporate Bonds,60,0.0525,0.02,1.5370592546946604
Corporate Bonds,72,0.0525,0.02,1.7238339008661157
Corporate Bonds,84,0.0525,0.02,1.8882325324018954
Corporate Bonds,120,0.0525,0.02,2.2858910890410993
Corporate Bonds,180,0.0525,0.02,2.744724683902444
Corporate Bonds,240,0.0525,0.02,3.0554232034513653
Corporate Bonds,360,0.0525,0.02,3.435701453772173
Corporate Bonds,18,0.0525,0.0225,0.5982243064265972
Corporate Bonds,24,0.0525,0.0225,0.7615221089169902
Corporate Bonds,36,0.0525,0.0225,1.0413599867402004
Corporate Bonds,48,0.0525,0.0225,1.2717902642130299
Corporate Bonds,60,0.0525,0.0225,1.4680400254347612
Corporate Bonds,72,0.0525,0.0225,1.6369952887617663
Corporate Bonds,84,0.0525,0.0225,1.7852620380847348
Corporate Bonds,120,0.0525,0.0225,2.1375031941634037
Corporate Bonds,180,0.0525,0.0225,2.5368585294687236
Corporate Bonds,240,0.0525,0.0225,2.801202392118667
Corporate Bonds,360,0.0525,0.0225,3.1196068515469046
Corporate Bonds,18,0.0525,0.025,0.5883098878773118
Corporate Bonds,24,0.0525,0.025,0.7451868260622416
Corporate Bonds,36,0.0525,0.025,1.0089276694056475
Corporate Bonds,48,0.0525,0.025,1.224100317393998
Corporate Bonds,60,0.0525,0.025,1.4053415010149501
Corporate Bonds,72,0.0525,0.025,1.55978862468821
Corporate Bonds,84,0.0525,0.025,1.6936184289505116
Corporate Bonds,120,0.0525,0.025,2.0091765161798487
Corporate Bonds,180,0.0525,0.025,2.3591808438179886
Corporate Bonds,240,0.0525,0.025,2.5872978465687515
Corporate Bonds,360,0.0525,0.025,2.8576745787188256
Corporate Bonds,18,0.0525,0.0275,0.578659187379775
Corporate Bonds,24,0.0525,0.0275,0.7293730955920413
Corporate Bonds,36,0.0525,0.0275,0.979665827821826
Corporate Bonds,48,0.0525,0.0275,1.180119775106743
Corporate Bonds,60,0.0525,0.0275,1.3481994808005175
Corporate Bonds,72,0.0525,0.0275,1.489440373122786
Corporate Bonds,84,0.0525,0.0275,1.6114341856065149
Corporate Bonds,120,0.0525,0.0275,1.8955131810176662
Corporate Bonds,180,0.0525,0.0275,2.2055495637863576
Corporate Bonds,240,0.0525,0.0275,2.4044870283107733
Corporate Bonds,360,0.0525,0.0275,2.637866490212244
Corporate Bonds,18,0.0525,0.03,0.5676477309293065
Corporate Bonds,24,0.0525,0.03,0.7130834026106726
Corporate Bonds,36,0.0525,0.03,0.9514957662453214
Corporate Bonds,48,0.0525,0.03,1.1407436709321164
Corporate Bonds,60,0.0525,0.03,1.2949463116626325
Corporate Bonds,72,0.0525,0.03,1.4262869895468748
Corporate Bonds,84,0.0525,0.03,1.5371206128830552
Corporate Bonds,120,0.0525,0.03,1.795168906033177
Corporate Bonds,180,0.0525,0.03,2.0718040947669363
Corporate Bonds,240,0.0525,0.03,2.2468655615638617
Corporate Bonds,360,0.0525,0.03,2.450231639805546
Corporate Bonds,18,0.0525,0.0325,0.5592801782945408
Corporate Bonds,24,0.0525,0.0325,0.699237763290658
Corporate Bonds,36,0.0525,0.0325,0.9245201808071438
Corporate Bonds,48,0.0525,0.0325,1.103230065549923
Corporate Bonds,60,0.0525,0.0325,1.2469846527305817
Corporate Bonds,72,0.0525,0.0325,1.367661792881636
Corporate Bonds,84,0.0525,0.0325,1.470890396823368
Corporate Bonds,120,0.0525,0.0325,1.705449039825128
Corporate Bonds,180,0.0525,0.0325,1.9539472567950893
Corporate Bonds,240,0.0525,0.0325,2.1098073936265664
Corporate Bonds,360,0.0525,0.0325,2.288005782261923
Corporate Bonds,18,0.0525,0.035,0.5511192406588824
Corporate Bonds,24,0.0525,0.035,0.6858078310341414
Corporate Bonds,36,0.0525,0.035,0.9010100470548331
Corporate Bonds,48,0.0525,0.035,1.0682127857294998
Corporate Bonds,60,0.0525,0.035,1.2026916409583694
Corporate Bonds,72,0.0525,0.035,1.3150352127781002
Corporate Bonds,84,0.0525,0.035,1.4104022283387672
Corporate Bonds,120,0.0525,0.035,1.6247404576199418
Corporate Bonds,180,0.0525,0.035,1.8491740585679202
Corporate Bonds,240,0.0525,0.035,1.9890453113267534
Corporate Bonds,360,0.0525,0.035,2.1474889126160206
Corporate Bonds,18,0.055,0.005,0.6850111549981177
Corporate Bonds,24,0.055,0.005,0.9139977543198503
Corporate Bonds,36,0.055,0.005,1.3566618652741316
Corporate Bonds,48,0.055,0.005,1.77915090042084
Corporate Bonds,60,0.055,0.005,2.184216717317795
Corporate Bonds,72,0.055,0.005,2.573334389460601
Corporate Bonds,84,0.055,0.005,2.9481695043553984
Corporate Bonds,120,0.055,0.005,3.9967395038381923
Corporate Bonds,180,0.055,0.005,5.531802076835581
Corporate Bonds,240,0.055,0.005,6.842492738734081
Corporate Bonds,360,0.055,0.005,8.892439457287153
Corporate Bonds,18,0.055,0.0075,0.6705555048977607
Corporate Bonds,24,0.055,0.0075,0.8882862663402974
Corporate Bonds,36,0.055,0.0075,1.298598354045627
Corporate Bonds,48,0.055,0.0075,1.6800498374349393
Corporate Bonds,60,0.055,0.0075,2.0372835998231316
Corporate Bonds,72,0.055,0.0075,2.373080578499524
Corporate Bonds,84,0.055,0.0075,2.689853055620741
Corporate Bonds,120,0.055,0.0075,3.5444209589149622
Corporate Bonds,180,0.055,0.0075,4.7197049386208425
Corporate Bonds,240,0.055,0.0075,5.658226220138816
Corporate Bonds,360,0.055,0.0075,7.015478990013652
Corporate Bonds,18,0.055,0.01,0.6567789670949152
Corporate Bonds,24,0.055,0.01,0.8633584354825983
Corporate Bonds,36,0.055,0.01,1.2459263576764454
Corporate Bonds,48,0.055,0.01,1.5928256737736435
Corporate Bonds,60,0.055,0.01,1.910583702349103
Corporate Bonds,72,0.055,0.01,2.2033136378158256
Corporate Bonds,84,0.055,0.01,2.4753885531076913
Corporate Bonds,120,0.055,0.01,3.187020859577691
Corporate Bonds,180,0.055,0.01,4.117609443771607
Corporate Bonds,240,0.055,0.01,4.824007865421908
Corporate Bonds,360,0.055,0.01,5.790172694293722
Corporate Bonds,18,0.055,0.0125,0.6442955252490984
Corporate Bonds,24,0.055,0.0125,0.8410506195272128
Corporate Bonds,36,0.055,0.0125,1.1978834936345706
Corporate Bonds,48,0.055,0.0125,1.5147627632639826
Corporate Bonds,60,0.055,0.0125,1.799898164906952
Corporate Bonds,72,0.055,0.0125,2.0583421898796472
Corporate Bonds,84,0.055,0.0125,2.294328371037456
Corporate Bonds,120,0.055,0.0125,2.897267428488305
Corporate Bonds,180,0.055,0.0125,3.6542074260350126
Corporate Bonds,240,0.055,0.0125,4.206114763219989
Corporate Bonds,360,0.055,0.0125,4.930118306474689
Corporate Bonds,18,0.055,0.015,0.6321700703504605
Corporate Bonds,24,0.055,0.015,0.8186717216818421
Corporate Bonds,36,0.055,0.015,1.1538037583208214
Corporate Bonds,48,0.055,0.015,1.4451066038321736
Corporate Bonds,60,0.055,0.015,1.7023775447363259
Corporate Bonds,72,0.055,0.015,1.9321158374843905
Corporate Bonds,84,0.055,0.015,2.139548356511939
Corporate Bonds,120,0.055,0.015,2.657670164003267
Corporate Bonds,180,0.055,0.015,3.2868001233117607
Corporate Bonds,240,0.055,0.015,3.7304324945861187
Corporate Bonds,360,0.055,0.015,4.294020750840953
Corporate Bonds,18,0.055,0.0175,0.6203917726839892
Corporate Bonds,24,0.055,0.0175,0.799270109913317
Corporate Bonds,36,0.055,0.0175,1.1131032646655143
Corporate Bonds,48,0.055,0.0175,1.38212495462561
Corporate Bonds,60,0.055,0.0175,1.615635648903236
Corporate Bonds,72,0.055,0.0175,1.8218554975056716
Corporate Bonds,84,0.055,0.0175,2.0053361765444007
Corporate Bonds,120,0.055,0.0175,2.4564525155657866
Corporate Bonds,180,0.055,0.0175,2.9879914520611828
Corporate Bonds,240,0.055,0.0175,3.35335272218532
Corporate Bonds,360,0.055,0.0175,3.805159595328426
Corporate Bonds,18,0.055,0.02,0.6085756255093279
Corporate Bonds,24,0.055,0.02,0.7805261400376248
