Security,Term,Yield,Speed,WAL
Agency MBS,36,0.07,0.0075,1.3041552582031313
Agency MBS,48,0.07,0.0075,1.6888551787067156
Agency MBS,60,0.07,0.0075,2.049118152837544
Agency MBS,72,0.07,0.0075,2.387269421024035
Agency MBS,84,0.07,0.0075,2.706040163771645
Agency MBS,120,0.07,0.0075,3.5606710272746818
Agency MBS,180,0.07,0.0075,4.71171977892571
Agency MBS,240,0.07,0.0075,5.594521761919011
Agency MBS,360,0.07,0.0075,6.770669901149046
Agency MBS,18,0.07,0.01,0.6581263540609984
Agency MBS,24,0.07,0.01,0.865755913330288
Agency MBS,36,0.07,0.01,1.2506628645248834
Agency MBS,48,0.07,0.01,1.5998327171197415
Agency MBS,60,0.07,0.01,1.9195452076875938
Agency MBS,72,0.07,0.01,2.2138364928848904
Agency MBS,84,0.07,0.01,2.4861224280845344
Agency MBS,120,0.07,0.01,3.1934510104580416
Agency MBS,180,0.07,0.01,4.097292211404448
Agency MBS,240,0.07,0.01,4.754423711078572
Agency MBS,360,0.07,0.01,5.582532442123866
Agency MBS,18,0.07,0.0125,0.6455318615469153
Agency MBS,24,0.07,0.0125,0.8431853782461384
Agency MBS,36,0.07,0.0125,1.2019475408728906
Agency MBS,48,0.07,0.0125,1.5205739259208013
Agency MBS,60,0.07,0.0125,1.8062908191492075
Agency MBS,72,0.07,0.0125,2.0654193682963755
Agency MBS,84,0.07,0.0125,2.301549895924602
Agency MBS,120,0.07,0.0125,2.8982521500337106
Agency MBS,180,0.07,0.0125,3.628666160544746
Agency MBS,240,0.07,0.0125,4.138405926988679
Agency MBS,360,0.07,0.0125,4.755252443464747
Agency MBS,18,0.07,0.015,0.6332997607266714
Agency MBS,24,0.07,0.015,0.8206308286532158
Agency MBS,36,0.07,0.015,1.1573174705616167
Agency MBS,48,0.07,0.015,1.4497639332923542
Agency MBS,60,0.07,0.015,1.7069733190357292
Agency MBS,72,0.07,0.015,1.937456096699071
Agency MBS,84,0.07,0.015,2.1434696270439857
Agency MBS,120,0.07,0.015,2.655114426934229
Agency MBS,180,0.07,0.015,3.259503188985553
Agency MBS,240,0.07,0.015,3.667119143148803
Agency MBS,360,0.07,0.015,4.146312337490151
Agency MBS,18,0.07,0.0175,0.6214190677965565
Agency MBS,24,0.07,0.0175,0.8010176961594171
Agency MBS,36,0.07,0.0175,1.1161670888803688
Agency MBS,48,0.07,0.0175,1.3852866513563393
Agency MBS,60,0.07,0.0175,1.6197484711037753
Agency MBS,72,0.07,0.0175,1.825475568349412
Agency MBS,84,0.07,0.0175,2.008059658122917
Agency MBS,120,0.07,0.0175,2.451629220899381
Agency MBS,180,0.07,0.0175,2.960933855381126
Agency MBS,240,0.07,0.0175,3.2955411243653354
Agency MBS,360,0.07,0.0175,3.6790021017294543
Agency MBS,18,0.07,0.02,0.609560414917442
Agency MBS,24,0.07,0.02,0.7820721687614998
Agency MBS,36,0.07,0.02,1.0779641738282344
Agency MBS,48,0.07,0.02,1.3275857689037687
Agency MBS,60,0.07,0.02,1.5409682133138214
Agency MBS,72,0.07,0.02,1.7267273599776585
Agency MBS,84,0.07,0.02,1.8890831313677052
Agency MBS,120,0.07,0.02,2.278364335792437
Agency MBS,180,0.07,0.02,2.7140041352521513
Agency MBS,240,0.07,0.02,2.994262670006074
Agency MBS,360,0.07,0.02,3.3087987791346465
Agency MBS,18,0.07,0.0225,0.5992800546286811
Agency MBS,24,0.07,0.0225,0.7632205851128199
Agency MBS,36,0.07,0.0225,1.0439638692347064
Agency MBS,48,0.07,0.0225,1.27494312851831
Agency MBS,60,0.07,0.0225,1.4708352341033006
Agency MBS,72,0.07,0.0225,1.6389194087078158
Agency MBS,84,0.07,0.0225,1.7849137063895413
Agency MBS,120,0.07,0.0225,2.129609397914141
Agency MBS,180,0.07,0.0225,2.507388585044647
Agency MBS,240,0.07,0.0225,2.745124642002444
Agency MBS,360,0.07,0.0225,3.0085363362610984
Agency MBS,18,0.07,0.025,0.5892747022778013
Agency MBS,24,0.07,0.025,0.7466956544535316
Agency MBS,36,0.07,0.025,1.0112552540940432
Agency MBS,48,0.07,0.025,1.2267020322822437
Agency MBS,60,0.07,0.025,1.4063509240366967
Agency MBS,72,0.07,0.025,1.5601095155622182
Agency MBS,84,0.07,0.025,1.6922913949746317
Agency MBS,120,0.07,0.025,1.9999021613874521
Agency MBS,180,0.07,0.025,2.3310840904411134
Agency MBS,240,0.07,0.025,2.536461877494109
Agency MBS,360,0.07,0.025,2.7599299155879087
Agency MBS,18,0.07,0.0275,0.579536528273639
Agency MBS,24,0.07,0.0275,0.7307008821884818
Agency MBS,36,0.07,0.0275,0.9803360969859461
Agency MBS,48,0.07,0.0275,1.1822854167676413
Agency MBS,60,0.07,0.0275,1.3487822983686988
Agency MBS,72,0.07,0.0275,1.4897779119181305
Agency MBS,84,0.07,0.0275,1.6092713616136536
Agency MBS,120,0.07,0.0275,1.8865983804387103
Agency MBS,180,0.07,0.0275,2.1786764873794726
Agency MBS,240,0.07,0.0275,2.35772388340739
Agency MBS,360,0.07,0.0275,2.5508261744516845
Agency MBS,18,0.07,0.03,0.5685103162890228
Agency MBS,24,0.07,0.03,0.7143656725833679
Agency MBS,36,0.07,0.03,0.9532102129708027
Agency MBS,48,0.07,0.03,1.1411844799566253
Agency MBS,60,0.07,0.03,1.2961122294909961
Agency MBS,72,0.07,0.03,1.425212362106809
Agency MBS,84,0.07,0.03,1.5356226096300623
Agency MBS,120,0.07,0.03,1.7860704310554756
Agency MBS,180,0.07,0.03,2.0463633594663144
Agency MBS,240,0.07,0.03,2.204458458550331
Agency MBS,360,0.07,0.03,2.372627594566425
Agency MBS,18,0.07,0.0325,0.5600736254008011
Agency MBS,24,0.07,0.0325,0.7003737042535966
Agency MBS,36,0.07,0.0325,0.9261062193733852
Agency MBS,48,0.07,0.0325,1.1044479706970627
Agency MBS,60,0.07,0.0325,1.2477419889362444
Agency MBS,72,0.07,0.0325,1.3672953782511181
Agency MBS,84,0.07,0.0325,1.4678013192859272
Agency MBS,120,0.07,0.0325,1.6954356607715784
Agency MBS,180,0.07,0.0325,1.9305552756929005
Agency MBS,240,0.07,0.0325,2.069922346383507
Agency MBS,360,0.07,0.0325,2.2184645679404196
Agency MBS,18,0.07,0.035,0.551846040194487
Agency MBS,24,0.07,0.035,0.6868038248126513
Agency MBS,36,0.07,0.035,0.9022771206425619
Agency MBS,48,0.07,0.035,1.0692435058339378
Agency MBS,60,0.07,0.035,1.203143823467545
Agency MBS,72,0.07,0.035,1.3142511059891
Agency MBS,84,0.07,0.035,1.4071823849393568
Agency MBS,120,0.07,0.035,1.6157241954299975
Agency MBS,180,0.07,0.035,1.8270852101005577
Agency MBS,240,0.07,0.035,1.952754073645641
Agency MBS,360,0.07,0.035,2.0842931815287504
Treasuries,18,0.05,0.005,0.684480752799804
Treasuries,24,0.05,0.005,0.9130015391217366
Treasuries,36,0.05,0.005,1.3544556685760016
Treasuries,48,0.05,0.005,1.775468216816513
Treasuries,60,0.05,0.005,2.1789517916566634
Treasuries,72,0.05,0.005,2.5664175693958926
Treasuries,84,0.05,0.005,2.9396934625582785
Treasuries,120,0.05,0.005,3.985046043878714
Treasuries,180,0.05,0.005,5.521422370571866
Treasuries,240,0.05,0.005,6.846228995697025
Treasuries,360,0.05,0.005,8.966122253270598
Treasuries,18,0.05,0.0075,0.6700716308213903
Treasuries,24,0.05,0.0075,0.8873981262014666
Treasuries,36,0.05,0.0075,1.2967221877520407
Treasuries,48,0.05,0.0075,1.677053753282028
Treasuries,60,0.05,0.0075,2.0332088355782356
Treasuries,72,0.05,0.0075,2.368110992024795
Treasuries,84,0.05,0.0075,2.684121795833569
Treasuries,120,0.05,0.0075,3.5381530621250072
Treasuries,180,0.05,0.0075,4.719397118802369
Treasuries,240,0.05,0.0075,5.674052932488166
Treasuries,360,0.05,0.0075,7.089047137378806
Treasuries,18,0.05,0.01,0.656327079277366
Treasuries,24,0.05,0.01,0.8625525781436894
Treasuries,36,0.05,0.01,1.244321804583432
Treasuries,48,0.05,0.01,1.5904230812453701
Treasuries,60,0.05,0.01,1.907459384880544
Treasuries,72,0.05,0.01,2.1995663720033547
Treasuries,84,0.05,0.01,2.4714726383574708
Treasuries,120,0.05,0.01,3.1838432664481995
Treasuries,180,0.05,0.01,4.1220608170365365
Treasuries,240,0.05,0.01,4.843468272368316
Treasuries,360,0.05,0.01,5.855108760823165
Treasuries,18,0.05,0.0125,0.6438804829873828
Treasuries,24,0.05,0.0125,0.8403317638184219
Treasuries,36,0.05,0.0125,1.1965021329305008
Treasuries,48,0.05,0.0125,1.5127592489665218
Treasuries,60,0.05,0.0125,1.79748598260171
Treasuries,72,0.05,0.0125,2.0556932840249917
Treasuries,84,0.05,0.0125,2.291576623460162
Treasuries,120,0.05,0.0125,2.895968085400328
Treasuries,180,0.05,0.0125,3.6608828945133567
Treasuries,240,0.05,0.0125,4.2259338977736585
Treasuries,360,0.05,0.0125,4.985658426931727
Treasuries,18,0.05,0.015,0.6317904155010267
Treasuries,24,0.05,0.015,0.8190540897977874
Treasuries,36,0.05,0.015,1.1526055701708244
Treasuries,48,0.05,0.015,1.443486253020481
Treasuries,60,0.05,0.015,1.7004928650185809
Treasuries,72,0.05,0.015,1.9301082016396123
Treasuries,84,0.05,0.015,2.1377133928803267
Treasuries,120,0.05,0.015,2.658121104047336
Treasuries,180,0.05,0.015,3.294417873783896
Treasuries,240,0.05,0.015,3.749452698534753
Treasuries,360,0.05,0.015,4.341605221666791
Treasuries,18,0.05,0.0175,0.6200460980511241
Treasuries,24,0.05,0.0175,0.7986800107453714
Treasuries,36,0.05,0.0175,1.1120552915002069
Treasuries,48,0.05,0.0175,1.3808160566510213
Treasuries,60,0.05,0.0175,1.6141364691879672
Treasuries,72,0.05,0.0175,1.8204314099036216
Treasuries,84,0.05,0.0175,2.0040980645237965
Treasuries,120,0.05,0.0175,2.4572174341683994
Treasuries,180,0.05,0.0175,2.9959817428259186
Treasuries,240,0.05,0.0175,3.370812279857145
Treasuries,360,0.05,0.0175,3.846202129733154
Treasuries,18,0.05,0.02,0.6082443008518873
Treasuries,24,0.05,0.02,0.78000285494499
Treasuries,36,0.05,0.02,1.0754606348407962
Treasuries,48,0.05,0.02,1.3231620292082245
Treasuries,60,0.05,0.02,1.5373254416926179
Treasuries,72,0.05,0.02,1.7233177623348288
Treasuries,84,0.05,0.02,1.8878798168186206
Treasuries,120,0.05,0.02,2.2865912600658267
Treasuries,180,0.05,0.02,2.7488977145878875
Treasuries,240,0.05,0.02,3.0631875730311955
Treasuries,360,0.05,0.02,3.45366043386923
Treasuries,18,0.05,0.0225,0.598071905404824
Treasuries,24,0.05,0.0225,0.7612757085565667
Treasuries,36,0.05,0.0225,1.0409744336912956
Treasuries,48,0.05,0.0225,1.2713092705747775
Treasuries,60,0.05,0.0225,1.4675821141881498
Treasuries,72,0.05,0.0225,1.6366247084360512
Treasuries,84,0.05,0.0225,1.7851085877904647
Treasuries,120,0.05,0.0225,2.1390061363026414
Treasuries,180,0.05,0.0225,2.5404573954727288
Treasuries,240,0.05,0.0225,2.8082852744550064
Treasuries,360,0.05,0.0225,3.1350466606586167
Treasuries,18,0.05,0.025,0.5881704307634898
Treasuries,24,0.05,0.025,0.7449673906172426
Treasuries,36,0.05,0.025,1.0085821804883428
Treasuries,48,0.05,0.025,1.2236991444579397
Treasuries,60,0.05,0.025,1.4050118809763257
Treasuries,72,0.05,0.025,1.5595994360566319
Treasuries,84,0.05,0.025,1.6935968180391983
Treasuries,120,0.05,0.025,2.0101537402198075
Treasuries,180,0.05,0.025,2.362651871301955
Treasuries,240,0.05,0.025,2.593813860192092
Treasuries,360,0.05,0.025,2.8713171431411157
Treasuries,18,0.05,0.0275,0.5785321828336261
Treasuries,24,0.05,0.0275,0.729179405273945
Treasuries,36,0.05,0.0275,0.9793843086892832
Treasuries,48,0.05,0.0275,1.1797821672220086
Treasuries,60,0.05,0.0275,1.3479713062522352
Treasuries,72,0.05,0.0275,1.4893071888104361
Treasuries,84,0.05,0.0275,1.611492962079539
Treasuries,120,0.05,0.0275,1.8964809019153346
Treasuries,180,0.05,0.0275,2.2087592057042262
Treasuries,240,0.05,0.0275,2.4109987906471515
Treasuries,360,0.05,0.0275,2.6500251729398836
Treasuries,18,0.05,0.03,0.5675229767842274
Treasuries,24,0.05,0.03,0.7128965107156254
Treasuries,36,0.05,0.03,0.9512382442668903
Treasuries,48,0.05,0.03,1.1405047109831155
Treasuries,60,0.05,0.03,1.2947306087643151
Treasuries,72,0.05,0.03,1.4262636987755066
Treasuries,84,0.05,0.03,1.5382379260259242
Treasuries,120,0.05,0.03,1.7962132828228137
Treasuries,180,0.05,0.03,2.074889076361964
Treasuries,240,0.05,0.03,2.2529402541084234
Treasuries,360,0.05,0.03,2.461147804714434
Treasuries,18,0.05,0.0325,0.5591652737944878
Treasuries,24,0.05,0.0325,0.6990716969447824
Treasuries,36,0.05,0.0325,0.9242817972328142
Treasuries,48,0.05,0.0325,1.103028797965232
Treasuries,60,0.05,0.0325,1.2468297524861103
Treasuries,72,0.05,0.0325,1.3676407486521154
Treasuries,84,0.05,0.0325,1.471097783560551
Treasuries,120,0.05,0.0325,1.7065164857641986
Treasuries,180,0.05,0.0325,1.9568352768796826
Treasuries,240,0.05,0.0325,2.1148132372111985
Treasuries,360,0.05,0.0325,2.2979315757294745
Treasuries,18,0.05,0.035,0.5510138318791012
Treasuries,24,0.05,0.035,0.6856616849753538
Treasuries,36,0.05,0.035,0.9008170337059179
Treasuries,48,0.05,0.035,1.0680398486880573
Treasuries,60,0.05,0.035,1.2025828482065377
Treasuries,72,0.05,0.035,1.3150775624924742
Treasuries,84,0.05,0.035,1.4106901479422458
Treasuries,120,0.05,0.035,1.6257906995954061
Treasuries,180,0.05,0.035,1.8525993677147676
Treasuries,240,0.05,0.035,1.9936931149234816
Treasuries,360,0.05,0.035,2.1559129926488816
Treasuries,18,0.0525,0.005,0.6847461085192231
Treasuries,24,0.0525,0.005,0.9134999980557237
Treasuries,36,0.0525,0.005,1.3555600560745729
Treasuries,48,0.0525,0.005,1.7773129062327584
Treasuries,60,0.0525,0.005,2.1815915183756016
Treasuries,72,0.0525,0.005,2.569889408060414
Treasuries,84,0.0525,0.005,2.943954330263855
Treasuries,120,0.0525,0.005,3.9910168343457144
Treasuries,180,0.0525,0.005,5.526866602850139
Treasuries,240,0.0525,0.005,6.844871475722431
Treasuries,360,0.0525,0.005,8.930424094019832
Treasuries,18,0.0525,0.0075,0.6703137382488982
Treasuries,24,0.0525,0.0075,0.8878425976869563
Treasuries,36,0.0525,0.0075,1.297661746704302
Treasuries,48,0.0525,0.0075,1.6785555526428215
Treasuries,60,0.0525,0.0075,2.0352541993659345
Treasuries,72,0.0525,0.0075,2.3706107883815712
Treasuries,84,0.0525,0.0075,2.6870123173251415
Treasuries,120,0.0525,0.0075,3.5411726963801264
Treasuries,180,0.0525,0.0075,4.71967669591423
Treasuries,240,0.0525,0.0075,5.666500696620272
Treasuries,360,0.0525,0.0075,7.052868721969489
Treasuries,18,0.0525,0.01,0.6565531949996414
Treasuries,24,0.0525,0.01,0.8629559230126245
Treasuries,36,0.0525,0.01,1.2451256727651636
Treasuries,48,0.0525,0.01,1.5916285053245103
Treasuries,60,0.0525,0.01,1.9090299824982422
Treasuries,72,0.0525,0.01,2.2014547202908226
Treasuries,84,0.0525,0.01,2.4734553369112846
Treasuries,120,0.0525,0.01,3.1855046186096616
Treasuries,180,0.0525,0.01,4.120131107224945
Treasuries,240,0.0525,0.01,4.83399927300754
Treasuries,360,0.0525,0.01,5.82299506270236
Treasuries,18,0.0525,0.0125,0.644088186619515
Treasuries,24,0.0525,0.0125,0.8406916434754486
Treasuries,36,0.0525,0.0125,1.197194465482723
Treasuries,48,0.0525,0.0125,1.5137651105782381
Treasuries,60,0.0525,0.0125,1.798700579794418
Treasuries,72,0.0525,0.0125,2.0570326676528907
Treasuries,84,0.0525,0.0125,2.292975779421114
Treasuries,120,0.0525,0.0125,2.8966830329464632
Treasuries,180,0.0525,0.0125,3.6577921681923713
Treasuries,240,0.0525,0.0125,4.216221334007403
Treasuries,360,0.0525,0.0125,4.9581605007500205
Treasuries,18,0.0525,0.015,0.631980435485252
Treasuries,24,0.0525,0.015,0.8183420646828914
Treasuries,36,0.0525,0.015,1.1532063343034344
Treasuries,48,0.0525,0.015,1.4443006253550106
Treasuries,60,0.0525,0.015,1.7014435073381093
Treasuries,72,0.0525,0.015,1.9311260318434964
Treasuries,84,0.0525,0.015,2.1386529023832543
Treasuries,120,0.0525,0.015,2.6576791355723555
Treasuries,180,0.0525,0.015,3.2905642015413274
Treasuries,240,0.0525,0.015,3.7401005347711553
Treasuries,360,0.0525,0.015,4.318065256525826
Treasuries,18,0.0525,0.0175,0.6202191373815963
Treasuries,24,0.0525,0.0175,0.7989755310988641
Treasuries,36,0.0525,0.0175,1.1125809333995382
Treasuries,48,0.0525,0.0175,1.381474712959233
Treasuries,60,0.0525,0.0175,1.614893976254937
Treasuries,72,0.0525,0.0175,1.821156910680797
Treasuries,84,0.0525,0.0175,2.004737460383929
Treasuries,120,0.0525,0.0175,2.4568877748610976
Treasuries,180,0.0525,0.0175,2.992286860357057
Treasuries,240,0.0525,0.0175,3.3623509249169694
Treasuries,360,0.0525,0.0175,3.8258941977858396
Treasuries,18,0.0525,0.02,0.6084101539505107
Treasuries,24,0.0525,0.02,0.7802649914453577
Treasuries,36,0.0525,0.02,1.0758956299379834
Treasuries,48,0.0525,0.02,1.3237424821374906
Treasuries,60,0.0525,0.02,1.5370592546946604
Treasuries,72,0.0525,0.02,1.7238339008661157
Treasuries,84,0.0525,0.02,1.8882325324018954
Treasuries,120,0.0525,0.02,2.2858910890410993
Treasuries,180,0.0525,0.02,2.744724683902444
Treasuries,240,0.0525,0.02,3.0554232034513653
Treasuries,360,0.0525,0.02,3.435701453772173
Treasuries,18,0.0525,0.0225,0.5982243064265972
Treasuries,24,0.0525,0.0225,0.7615221089169902
Treasuries,36,0.0525,0.0225,1.0413599867402004
Treasuries,48,0.0525,0.0225,1.2717902642130299
Treasuries,60,0.0525,0.0225,1.4680400254347612
Treasuries,72,0.0525,0.0225,1.6369952887617663
Treasuries,84,0.0525,0.0225,1.7852620380847348
Treasuries,120,0.0525,0.0225,2.1375031941634037
Treasuries,180,0.0525,0.0225,2.5368585294687236
Treasuries,240,0.0525,0.0225,2.801202392118667
Treasuries,360,0.0525,0.0225,3.1196068515469046
Treasuries,18,0.0525,0.025,0.5883098878773118
Treasuries,24,0.0525,0.025,0.7451868260622416
Treasuries,36,0.0525,0.025,1.0089276694056475
Treasuries,48,0.0525,0.025,1.224100317393998
Treasuries,60,0.0525,0.025,1.4053415010149501
Treasuries,72,0.0525,0.025,1.55978862468821
Treasuries,84,0.0525,0.025,1.6936184289505116
Treasuries,120,0.0525,0.025,2.0091765161798487
Treasuries,180,0.0525,0.025,2.3591808438179886
Treasuries,240,0.0525,0.025,2.5872978465687515
Treasuries,360,0.0525,0.025,2.8576745787188256
Treasuries,18,0.0525,0.0275,0.578659187379775
Treasuries,24,0.0525,0.0275,0.7293730955920413
Treasuries,36,0.0525,0.0275,0.979665827821826
Treasuries,48,0.0525,0.0275,1.180119775106743
Treasuries,60,0.0525,0.0275,1.3481994808005175
Treasuries,72,0.0525,0.0275,1.489440373122786
Treasuries,84,0.0525,0.0275,1.6114341856065149
Treasuries,120,0.0525,0.0275,1.8955131810176662
Treasuries,180,0.0525,0.0275,2.2055495637863576
Treasuries,240,0.0525,0.0275,2.4044870283107733
Treasuries,360,0.0525,0.0275,2.637866490212244
Treasuries,18,0.0525,0.03,0.5676477309293065
Treasuries,24,0.0525,0.03,0.7130834026106726
Treasuries,36,0.0525,0.03,0.9514957662453214
Treasuries,48,0.0525,0.03,1.1407436709321164
Treasuries,60,0.0525,0.03,1.2949463116626325
Treasuries,72,0.0525,0.03,1.4262869895468748
Treasuries,84,0.0525,0.03,1.5371206128830552
Treasuries,120,0.0525,0.03,1.795168906033177
Treasuries,180,0.0525,0.03,2.0718040947669363
Treasuries,240,0.0525,0.03,2.2468655615638617
Treasuries,360,0.0525,0.03,2.450231639805546
Treasuries,18,0.0525,0.0325,0.5592801782945408
Treasuries,24,0.0525,0.0325,0.699237763290658
Treasuries,36,0.0525,0.0325,0.9245201808071438
Treasuries,48,0.0525,0.0325,1.103230065549923
Treasuries,60,0.0525,0.0325,1.2469846527305817
Treasuries,72,0.0525,0.0325,1.367661792881636
Treasuries,84,0.0525,0.0325,1.470890396823368
Treasuries,120,0.0525,0.0325,1.705449039825128
Treasuries,180,0.0525,0.0325,1.9539472567950893
Treasuries,240,0.0525,0.0325,2.1098073936265664
Treasuries,360,0.0525,0.0325,2.288005782261923
Treasuries,18,0.0525,0.035,0.5511192406588824
Treasuries,24,0.0525,0.035,0.6858078310341414
Treasuries,36,0.0525,0.035,0.9010100470548331
Treasuries,48,0.0525,0.035,1.0682127857294998
Treasuries,60,0.0525,0.035,1.2026916409583694
Treasuries,72,0.0525,0.035,1.3150352127781002
Treasuries,84,0.0525,0.035,1.4104022283387672
Treasuries,120,0.0525,0.035,1.6247404576199418
Treasuries,180,0.0525,0.035,1.8491740585679202
Treasuries,240,0.0525,0.035,1.9890453113267534
Treasuries,360,0.0525,0.035,2.1474889126160206
Treasuries,18,0.055,0.005,0.6850111549981177
Treasuries,24,0.055,0.005,0.9139977543198503
Treasuries,36,0.055,0.005,1.3566618652741316
Treasuries,48,0.055,0.005,1.77915090042084
Treasuries,60,0.055,0.005,2.184216717317795
Treasuries,72,0.055,0.005,2.573334389460601
Treasuries,84,0.055,0.005,2.9481695043553984
Treasuries,120,0.055,0.005,3.9967395038381923
Treasuries,180,0.055,0.005,5.531802076835581
Treasuries,240,0.055,0.005,6.842492738734081
Treasuries,360,0.055,0.005,8.892439457287153
Treasuries,18,0.055,0.0075,0.6705555048977607
Treasuries,24,0.055,0.0075,0.8882862663402974
Treasuries,36,0.055,0.0075,1.298598354045627
Treasuries,48,0.055,0.0075,1.6800498374349393
Treasuries,60,0.055,0.0075,2.0372835998231316
Treasuries,72,0.055,0.0075,2.373080578499524
Treasuries,84,0.055,0.0075,2.689853055620741
Treasuries,120,0.055,0.0075,3.5444209589149622
Treasuries,180,0.055,0.0075,4.7197049386208425
Treasuries,240,0.055,0.0075,5.658226220138816
Treasuries,360,0.055,0.0075,7.015478990013652
Treasuries,18,0.055,0.01,0.6567789670949152
Treasuries,24,0.055,0.01,0.8633584354825983
Treasuries,36,0.055,0.01,1.2459263576764454
Treasuries,48,0.055,0.01,1.5928256737736435
Treasuries,60,0.055,0.01,1.910583702349103
Treasuries,72,0.055,0.01,2.2033136378158256
Treasuries,84,0.055,0.01,2.4753885531076913
Treasuries,120,0.055,0.01,3.187020859577691
Treasuries,180,0.055,0.01,4.117609443771607
Treasuries,240,0.055,0.01,4.824007865421908
Treasuries,360,0.055,0.01,5.790172694293722
Treasuries,18,0.055,0.0125,0.6442955252490984
Treasuries,24,0.055,0.0125,0.8410506195272128
Treasuries,36,0.055,0.0125,1.1978834936345706
Treasuries,48,0.055,0.0125,1.5147627632639826
Treasuries,60,0.055,0.0125,1.799898164906952
Treasuries,72,0.055,0.0125,2.0583421898796472
Treasuries,84,0.055,0.0125,2.294328371037456
Treasuries,120,0.055,0.0125,2.897267428488305
Treasuries,180,0.055,0.0125,3.6542074260350126
Treasuries,240,0.055,0.0125,4.206114763219989
Treasuries,360,0.055,0.0125,4.930118306474689
Treasuries,18,0.055,0.015,0.6321700703504605
Treasuries,24,0.055,0.015,0.8186717216818421
Treasuries,36,0.055,0.015,1.1538037583208214
Treasuries,48,0.055,0.015,1.4451066038321736
Treasuries,60,0.055,0.015,1.7023775447363259
Treasuries,72,0.055,0.015,1.9321158374843905
Treasuries,84,0.055,0.015,2.139548356511939
Treasuries,120,0.055,0.015,2.657670164003267
Treasuries,180,0.055,0.015,3.2868001233117607
Treasuries,240,0.055,0.015,3.7304324945861187
Treasuries,360,0.055,0.015,4.294020750840953
Treasuries,18,0.055,0.0175,0.6203917726839892
Treasuries,24,0.055,0.0175,0.799270109913317
Treasuries,36,0.055,0.0175,1.1131032646655143
Treasuries,48,0.055,0.0175,1.38212495462561
Treasuries,60,0.055,0.0175,1.615635648903236
Treasuries,72,0.055,0.0175,1.8218554975056716
Treasuries,84,0.055,0.0175,2.0053361765444007
Treasuries,120,0.055,0.0175,2.4564525155657866
Treasuries,180,0.055,0.0175,2.9879914520611828
Treasuries,240,0.055,0.0175,3.35335272218532
Treasuries,360,0.055,0.0175,3.805159595328426
Treasuries,18,0.055,0.02,0.6085756255093279
Treasuries,24,0.055,0.02,0.7805261400376248
Treasuries,36,0.055,0.02,1.0763271361293512
Treasuries,48,0.055,0.02,1.3243151470986976
Treasuries,60,0.055,0.02,1.537662754037238
Treasuries,72,0.055,0.02,1.7243246221816915
Treasuries,84,0.055,0.02,1.8885466593552354
Treasuries,120,0.055,0.02,2.284545464993878
Treasuries,180,0.055,0.02,2.7409627246376025
Treasuries,240,0.055,0.02,3.047082456088777
Treasuries,360,0.055,0.02,3.4179684217967776
Treasuries,18,0.055,0.0225,0.5983763134824439
Treasuries,24,0.055,0.0225,0.7617675727078262
Treasuries,36,0.055,0.0225,1.0417421685272676
Treasuries,48,0.055,0.0225,1.2722636714491762
Treasuries,60,0.055,0.0225,1.4684834217213207
Treasuries,72,0.055,0.0225,1.6373421835287496
Treasuries,84,0.055,0.0225,1.78537933431363
Treasuries,120,0.055,0.0225,2.1366807425624517
Treasuries,180,0.055,0.0225,2.5326660140822668
Treasuries,240,0.055,0.0225,2.7934790897507997
Treasuries,360,0.055,0.0225,3.104035924106762
Treasuries,18,0.055,0.025,0.5884489393752025
Treasuries,24,0.055,0.025,0.7454052930668632
Treasuries,36,0.055,0.025,1.009269933135065
Treasuries,48,0.055,0.025,1.224494169805764
Treasuries,60,0.055,0.025,1.405657041517122
Treasuries,72,0.055,0.025,1.5590633876840425
Treasuries,84,0.055,0.025,1.6936065090408021
Treasuries,120,0.055,0.025,2.0074818127388903
Treasuries,180,0.055,0.025,2.3551455463290907
Treasuries,240,0.055,0.025,2.5801789766440417
Treasuries,360,0.055,0.025,2.843925227590192
Treasuries,18,0.055,0.0275,0.5787857754052002
Treasuries,24,0.055,0.0275,0.7295657880018075
Treasuries,36,0.055,0.0275,0.9799440248956852
Treasuries,48,0.055,0.0275,1.1804503743690795
Treasuries,60,0.055,0.0275,1.3473640290961126
Treasuries,72,0.055,0.0275,1.489552503493764
Treasuries,84,0.055,0.0275,1.6113445772107247
Treasuries,120,0.055,0.0275,1.8944746334199456
Treasuries,180,0.055,0.0275,2.202175558942598
Treasuries,240,0.055,0.0275,2.3984094135056684
Treasuries,360,0.055,0.0275,2.625620240879635
Treasuries,18,0.055,0.03,0.5677721039835347
Treasuries,24,0.055,0.03,0.7132693700552905
Treasuries,36,0.055,0.03,0.9517501548601265
Treasuries,48,0.055,0.03,1.140975474170024
Treasuries,60,0.055,0.03,1.2951498210987389
Treasuries,72,0.055,0.03,1.4262900870367272
Treasuries,84,0.055,0.03,1.5369919984156084
Treasuries,120,0.055,0.03,1.7940592249280762
Treasuries,180,0.055,0.03,2.0679684370265883
Treasuries,240,0.055,0.03,2.241323808894673
Treasuries,360,0.055,0.03,2.439232249039402
Treasuries,18,0.055,0.0325,0.5593946948903655
Treasuries,24,0.055,0.0325,0.6994028855386296
Treasuries,36,0.055,0.0325,0.9247556275092936
Treasuries,48,0.055,0.0325,1.103424556450907
Treasuries,60,0.055,0.0325,1.247127958513184
Treasuries,72,0.055,0.0325,1.3676646302034046
Treasuries,84,0.055,0.0325,1.4706561248982641
